Item Id,SKU,Brand,Type,Suitable For,Features,Items included,Number of Batteries,Number of User Codes,Number in Pack,Material,Shape,Color,Mounting,Battery Size,Finish,Extension Length,Closing Type,Item Width,Center-to-Center Measurement,Battery Required,Fixings Supplied,Item Height,Item Length,Item Depth,Country/Region of Manufacture,Item Diameter,Door Handing,Smart Home Compatibility,Smart Home Protocol,Load Capacity,Core Type,MPN,Model,ANSI Grade,Bundle Description,California Prop 65 Warning,Custom Bundle,Item Weight,Manufacturer Warranty,
"265634278120","ZX9TPNTD237811","PatioPlus","Furniture & Decor","","","","","","","Chrome","","","","","Chrome","","","","","","","","","","","","","","","","","PA1629960","","","","","","","",
"265634248458","ZX9TPNTD237809","PatioPlus","Furniture & Decor","","","","","","","Chrome","","","","","Chrome","","","","","","","","","","","","","","","","","PA1629273","","","","","","","",
"255476980761","ZX9TPNTD237803","PatioPlus","Furniture & Decor","","","","","","","Chrome","","","","","Chrome","","","","","","","","","","","","","","","","","PA1634269","","","","","","","",
"265634277579","ZX9TPNTD238450","PatioPlus","Furniture & Decor","","","","","","","Chrome","","","","","Chrome","","","","","","","","","","","","","","","","","PA2063949","","","","","","","",
"265634304606","ZX9TPNTD239637","OpenSkies","Furniture & Decor","","","","","","","","","","Universal","","","","","","","","","","","","","","","","","","","OP2046491","","","","","","","",
"265644483844","TPNTD240632","Yale","Furniture & Decor","Commercial","Commercial","","3","3","3","","","","","","","","","","","","","","","","","","","","","","","180036695","","","","","","","",
"255476914051","TPNTD240633","Yale","Furniture & Decor","","","","4","4","4","","","","","","","","","","","","","","","","","","","","","","","180048689","","","","","","","",
"255483941722","TPNTD240634","Yale","Furniture & Decor","Commercial","Commercial","","3","3","3","","","","","","","","","","","","","","","","","","","","","","","1800F36689","","","","","","","",
"255483909846","TPNTD240635","Yale","Furniture & Decor","Commercial","Commercial","","3","3","3","","","","","","","","","","","","","","","","","","","","","","","1800F36695","","","","","","","",
"265644580527","TPNTD240647","Yale","Furniture & Decor","Commercial","Commercial","","3","3","3","","","","","","Satin","","","","","","","","","","","","","","","","","210036630","","","","","","","",
"255476935238","TPNTD240662","Yale","Furniture & Decor","Commercial","Commercial","","","","","Bronze","","","","","Bronze","","","","","","","","","","","","","","","","","2711690","","","","","","","",
"265634294417","TPNTD240670","Yale","Furniture & Decor","Commercial","Commercial","","","","","Aluminum","","","","","","","","","","","","","","","","","","","","","","5801689","","","","","","","",
"265639737062","TPNTD240671","Yale","Furniture & Decor","Commercial","Commercial","","","","","Bronze","","","","","Bronze","","","","","","","","","","","","","","","","","5801690","","","","","","","",
"265644570802","TPNTD240673","Yale","Furniture & Decor","Commercial","Commercial","","","","","Bronze","","","","","Bronze","","","","","","","","","","","","","","","","","5811690","","","","","","","",
"255488845002","TPNTD240685","Yale","Furniture & Decor","","","","","","","Stainless Steel","","","","","Satin","","","","","","","","","","","","","","","","","634F630","","","","","","","",
"265644623471","TPNTD240746","Yale","Furniture & Decor","Commercial","Commercial","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","AU4701LN613E","","","","","","","",
"265644582651","TPNTD240747","Yale","Furniture & Decor","Commercial","Commercial","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","AU4701LN626","","","","","","","",
"265639572226","TPNTD240748","Yale","Furniture & Decor","Commercial","Commercial","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","AU4702LN613E","","","","","","","",
"255488716626","TPNTD240749","Yale","Furniture & Decor","Commercial","Commercial","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","AU4702LN626","","","","","","","",
"255476994756","TPNTD240750","Yale","Furniture & Decor","Commercial","Commercial","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","AU4705LN626","","","","","","","",
"265639803732","TPNTD240751","Yale","Furniture & Decor","Commercial","Commercial","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","AU4707LN613E","","","","","","","",
"255483877746","TPNTD240752","Yale","Furniture & Decor","Commercial","Commercial","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","AU4707LN626","","","","","","","",
"255483838887","TPNTD240753","Yale","Furniture & Decor","Commercial","Commercial","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","AU4708LN626","","","","","","","",
"255483888841","TPNTD240761","Yale","Furniture & Decor","Commercial","Commercial","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","AU5301LN626","","","","","","","",
"265634254950","TPNTD240766","Yale","Furniture & Decor","Commercial","Commercial","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","AU5328LN626","","","","","","","",
"265644623980","TPNTD240768","Yale","Furniture & Decor","Commercial","Commercial","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","AU5402LN626","","","","","","","",
"255476970188","TPNTD240770","Yale","Furniture & Decor","Commercial","Commercial","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","AU5405LN626LC","","","","","","","",
"255483659751","TPNTD240771","Yale","Furniture & Decor","Commercial","Commercial","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","AU5407LN626LC","","","","","","","",
"255483667266","TPNTD240772","Yale","Furniture & Decor","Commercial","Commercial","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","AU5408LN626LC","","","","","","","",
"265634250225","TPNTD240774","Yale","Furniture & Decor","Commercial","Commercial","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","AU5425LN626","","","","","","","",
"255483708836","TPNTD240775","Yale","Furniture & Decor","Commercial","Commercial","","","","","","","","","","","","","","","","","","","","","","","","","","","AU5428LN626","","","","","","","",
"265639694212","TPNTD240776","Yale","Furniture & Decor","Commercial","Commercial","Key","","","","","","","","","","","","","","","","","","","","","","","","","","AU546F626","","","","","","","",
"255476905823","TPNTD240909","Yale","Furniture & Decor","Commercial","Commercial","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","B-AU4707LN626","","","","","","","",
"255483763541","TPNTD241709","Yale Commercial","Furniture & Decor","Commercial","Commercial","","","","","Aluminum","","","","","Painted","","","","","","","","","","","","","","","","","3301689","","","","","","","",
"265644589814","TPNTD241799","Yale Commercial","Furniture & Decor","Commercial","Commercial","","","","","Aluminum","","","","","Painted","","","","","","","","","","","","","","","","","4400689","","","","","","","",
"265639802174","TPNTD240895","Yale","Furniture & Decor","Commercial","Commercial","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","PB4701LN626","","","","","","","",
"265644511376","TPNTD240896","Yale","Furniture & Decor","Commercial","Commercial","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","PB4702LN626","","","","","","","",
"255488848881","TPNTD240897","Yale","Furniture & Decor","Commercial","Commercial","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","PB4705LN626","","","","","","","",
"255483699889","TPNTD240898","Yale","Furniture & Decor","Commercial","Commercial","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","PB4707LN626","","","","","","","",
"265644513075","TPNTD240900","Yale","Furniture & Decor","Commercial","Commercial","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","PB5401LN626","","","","","","","",
"265639808897","TPNTD240902","Yale","Furniture & Decor","Commercial","Commercial","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","PB5405LN626LC","","","","","","","",
"265644474716","TPNTD240903","Yale","Furniture & Decor","Commercial","Commercial","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","PB5408LN626","","","","","","","",
"255488792838","ZX9TPNTD233123","Gan Eden","Furniture & Decor","","","","","","","Stainless Steel","","","","","Satin","","","","","","","","","","","","","","","","","GA1621429","","","","","","","",
"265644521721","ZX9TPNTD236535","New CourtYard","Furniture & Decor","","Heavy Duty","","1","1","1","Zinc","","","","D","","","","","","","","","","","","","","","","","","NE2054378","","","","","","","",
"265639509135","ZX9TPNTD236587","New CourtYard","Furniture & Decor","","","","2","2","2","Zinc","","","","D","","","","","","","","","","","","","","","","","","NE2005124","","","","","","","",
"255488661014","ZX9TPNTD236520","New CourtYard","Furniture & Decor","","Heavy Duty","","1","1","1","Zinc","","","","D","","","","","","","","","","","","","","","","","","NE2056065","","","","","","","",
"265644488253","ZX9TPNTD236545","New CourtYard","Furniture & Decor","","Heavy Duty","","1","1","1","Zinc","","","","D","","","","","","","","","","","","","","","","","","NE2046424","","","","","","","",
"255483819819","ZX9TPNTD236592","New CourtYard","Furniture & Decor","","","","2","2","2","Zinc","","","","D","","","","","","","","","","","","","","","","","","NE2001697","","","","","","","",
"265644493034","ZX9TPNTD236540","New CourtYard","Furniture & Decor","","Heavy Duty","","1","1","1","Zinc","","","","C","","","","","","","","","","","","","","","","","","NE1634226","","","","","","","",
"265634308942","ZX9TPNTD236537","New CourtYard","Furniture & Decor","","Heavy Duty","","1","1","1","Zinc","","","","C","","","","","","","","","","","","","","","","","","NE2054379","","","","","","","",
"255488686996","ZX9TPNTD236538","New CourtYard","Furniture & Decor","","Heavy Duty","","1","1","1","Zinc","","","","C","","","","","","","","","","","","","","","","","","NE2006843","","","","","","","",
"265644602820","ZX9TPNTD236539","New CourtYard","Furniture & Decor","","Heavy Duty","","1","1","1","Zinc","","","","C","","","","","","","","","","","","","","","","","","NE2178001","","","","","","","",
"255488649985","ZX9TPNTD236488","New CourtYard","Furniture & Decor","","","","1","1","1","Zinc","","","","C","","","","","","","","","","","","","","","","","","NE2177996","","","","","","","",
"255483913822","ZX9TPNTD236588","New CourtYard","Furniture & Decor","","","","2","2","2","Zinc","","","","D","","","","","","","","","","","","","","","","","","NE2056073","","","","","","","",
"265644637602","ZX9TPNTD236524","New CourtYard","Furniture & Decor","","Heavy Duty","","1","1","1","Zinc","","","","D","","","","","","","","","","","","","","","","","","NE2155503","","","","","","","",
"265644647442","ZX9TPNTD236555","New CourtYard","Furniture & Decor","","Heavy Duty","","1","1","1","Zinc","","","","D","","","","","","","","","","","","","","","","","","NE2005120","","","","","","","",
"265639787089","ZX9TPNTD236523","New CourtYard","Furniture & Decor","","Heavy Duty","","1","1","1","Zinc","","","","D","","","","","","","","","","","","","","","","","","NE2030536","","","","","","","",
"255488762196","ZX9TPNTD236584","New CourtYard","Furniture & Decor","","","","2","2","2","Zinc","","","","D","","","","","","","","","","","","","","","","","","NE2054386","","","","","","","",
"265634318206","ZX9TPNTD236585","New CourtYard","Furniture & Decor","","","","2","2","2","Zinc","","","","D","","","","","","","","","","","","","","","","","","NE1633595","","","","","","","",
"255488748740","ZX9TPNTD236548","New CourtYard","Furniture & Decor","","Heavy Duty","","1","1","1","Zinc","","","","C","","","","","","","","","","","","","","","","","","NE2054381","","","","","","","",
"255488828541","ZX9TPNTD236551","New CourtYard","Furniture & Decor","","Heavy Duty","","1","1","1","Zinc","","","","C","","","","","","","","","","","","","","","","","","NE1632802","","","","","","","",
"255476981580","ZX9TPNTD236550","New CourtYard","Furniture & Decor","","Heavy Duty","","1","1","1","Zinc","","","","C","","","","","","","","","","","","","","","","","","NE2030537","","","","","","","",
"255476973843","ZX9TPNTD236549","New CourtYard","Furniture & Decor","","Heavy Duty","","1","1","1","Zinc","","","","C","","","","","","","","","","","","","","","","","","NE2006844","","","","","","","",
"255483887097","ZX9TPNTD236593","New CourtYard","Furniture & Decor","","","","2","2","2","Zinc","","","","D","","","","","","","","","","","","","","","","","","NE2005125","","","","","","","",
"255483778400","ZX9TPNTD236594","New CourtYard","Furniture & Decor","","","","2","2","2","Zinc","","","","D","","","","","","","","","","","","","","","","","","NE2005126","","","","","","","",
"265639562624","ZX9TPNTD236543","New CourtYard","Furniture & Decor","","Heavy Duty","","1","1","1","Zinc","","","","D","","","","","","","","","","","","","","","","","","NE2054380","","","","","","","",
"255488655116","ZX9TPNTD236544","New CourtYard","Furniture & Decor","","Heavy Duty","","1","1","1","Zinc","","","","D","","","","","","","","","","","","","","","","","","NE2178002","","","","","","","",
"255483821245","ZX9TPNTD236530","New CourtYard","Furniture & Decor","","Heavy Duty","","1","1","1","Zinc","","","","D","","","","","","","","","","","","","","","","","","NE2056067","","","","","","","",
"255483747045","ZX9TPNTD236531","New CourtYard","Furniture & Decor","","Heavy Duty","","1","1","1","Zinc","","","","D","","","","","","","","","","","","","","","","","","NE2178000","","","","","","","",
"255483940479","ZX9TPNTD236586","New CourtYard","Furniture & Decor","","","","2","2","2","Zinc","","","","D","","","","","","","","","","","","","","","","","","NE2005123","","","","","","","",
"255483822725","ZX9TPNTD236554","New CourtYard","Furniture & Decor","","Heavy Duty","","1","1","1","Zinc","","","","D","","","","","","","","","","","","","","","","","","NE2030538","","","","","","","",
"265644598094","ZX9TPNTD236596","New CourtYard","Furniture & Decor","","","","2","2","2","Zinc","","","","D","","","","","","","","","","","","","","","","","","NE2006845","","","","","","","",
