Item Id,SKU,Color,Size,Brand,Type,Weave,Regional Design,Shape,Material,Production Technique,Room,Style,Pattern,Theme,Features,Pile Height,Country/Region of Manufacture,Item Width,Care Instructions,Pile Type,Department,Handmade,Personalize,Personalized,Era,Item Length,Time Period Manufactured,Original/Reproduction,Item Thickness,MPN,Model,Bundle Description,California Prop 65 Warning,Custom Bundle,Personalization Instructions,
"265884217872","OCNTR47673","Gold","","HomeRoots","Area Rugs","","","","","","","","Floral","","","","","","","","","","","","","","","","","384201","","","","","",
"265896977000","OCNTR47674","Gold","","HomeRoots","Area Rugs","","","","","","","","Floral","","","","","","","","","","","","","","","","","384202","","","","","",
"265896861378","OCNTR47675","Gold","","HomeRoots","Area Rugs","","","","","","","","Floral","","","","","","","","","","","","","","","","","384203","","","","","",
"265884097120","OCNTR47676","Gold","","HomeRoots","Area Rugs","","","","","","","","Floral","","","","","","","","","","","","","","","","","384204","","","","","",
"265896924258","OCNTR47683","Gray","","HomeRoots","Area Rugs","","","Round","","","","","Floral","","","","","","","","","","","","","","","","","384211","","","","","",
"265897166119","OCNTR47693","Blue","","HomeRoots","Area Rugs","","","","","Woven","","Geometric","Geometric","","","","","","","","","","","","","","","","","384221","","","","","",
"255728906881","OCNTR47694","Blue","","HomeRoots","Area Rugs","","","","","Woven","","Geometric","Geometric","","","","","","","","","","","","","","","","","384222","","","","","",
"255728714972","OCNTR47695","Blue","","HomeRoots","Area Rugs","","","","","Woven","","Geometric","Geometric","","","","","","","","","","","","","","","","","384223","","","","","",
"265884184131","OCNTR47702","Green","","HomeRoots","Area Rugs","","","","","","","","","Tropical","","","","","","","","","","","","","","","","384230","","","","","",
"265883876779","OCNTR47705","","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","384233","","","","","",
"255725286148","OCNTR47706","","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","384234","","","","","",
"255737757050","OCNTR47707","","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","384235","","","","","",
"255728758709","OCNTR47711","","","HomeRoots","Area Rugs","","","","","","","","Abstract","","","","","","","","","","","","","","","","","384239","","","","","",
"265896972335","OCNTR47712","","","HomeRoots","Area Rugs","","","","","","","","Abstract","","","","","","","","","","","","","","","","","384240","","","","","",
"255737922409","OCNTR47713","","","HomeRoots","Area Rugs","","","","","","","","Abstract","","","","","","","","","","","","","","","","","384241","","","","","",
"255728605821","OCNTR47717","Gray","","HomeRoots","Area Rugs","","","","","","","","Abstract","","","","","","","","","","","","","","","","","384245","","","","","",
"255725207019","OCNTR47719","Gray","","HomeRoots","Area Rugs","","","","","","","","Abstract","","","","","","","","","","","","","","","","","384247","","","","","",
"265896971781","OCNTR47872","Gray","","HomeRoots","Area Rugs","","","","","","","","Abstract","","","","","","","","","","","","","","","","","384275","","","","","",
"265884032785","OCNTR47878","Gray","","HomeRoots","Area Rugs","","","","","","","","Abstract","","","","","","","","","","","","","","","","","384281","","","","","",
"265887860151","OCNTR47885","Beige","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","384288","","","","","",
"265897196358","OCNTR47887","Beige","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","384290","","","","","",
"255725219920","OCNTR47892","","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","384295","","","","","",
"265887576708","OCNTR47893","","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","384296","","","","","",
"255737737792","OCNTR47894","","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","384297","","","","","",
"265887604554","OCNTR47899","Blue","","HomeRoots","Area Rugs","","","","","","","","Abstract","","","","","","","","","","","","","","","","","384302","","","","","",
"255725234816","OCNTR47900","Blue","","HomeRoots","Area Rugs","","","","","","","","Abstract","","","","","","","","","","","","","","","","","384303","","","","","",
"265887513862","OCNTR47901","Blue","","HomeRoots","Area Rugs","","","","","","","","Abstract","","","","","","","","","","","","","","","","","384304","","","","","",
"255728862355","OCNTR47907","Blue","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","384310","","","","","",
"265883841257","OCNTR47909","Blue","","HomeRoots","Area Rugs","","","Round","","","","","","","","","","","","","","","","","","","","","","384312","","","","","",
"255724935539","OCNTR47910","Blue","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","384313","","","","","",
"265887614798","OCNTR47915","Green","","HomeRoots","Area Rugs","","","","","","","","Floral","","","","","","","","","","","","","","","","","384318","","","","","",
"255737931659","OCNTR47916","Green","","HomeRoots","Area Rugs","","","","","","","","Floral","","","","","","","","","","","","","","","","","384319","","","","","",
"265897249563","OCNTR47917","Green","","HomeRoots","Area Rugs","","","Round","","","","","Floral","","","","","","","","","","","","","","","","","384320","","","","","",
"265887740113","OCNTR47923","","","HomeRoots","Area Rugs","","","","","","","","Medallion","","","","","","","","","","","","","","","","","384326","","","","","",
"265883899522","OCNTR47924","","","HomeRoots","Area Rugs","","","","","","","","Medallion","","","","","","","","","","","","","","","","","384327","","","","","",
"265884106332","OCNTR47925","","","HomeRoots","Area Rugs","","","","","","","","Medallion","","","","","","","","","","","","","","","","","384328","","","","","",
"255737814977","OCNTR47926","","","HomeRoots","Area Rugs","","","","","","","","Medallion","","","","","","","","","","","","","","","","","384329","","","","","",
"255728585338","OCNTR47929","Orange","","HomeRoots","Area Rugs","","","","","","","","Medallion","","","","","","","","","","","","","","","","","384333","","","","","",
"255738021065","OCNTR47930","Orange","","HomeRoots","Area Rugs","","","","","","","","Medallion","","","","","","","","","","","","","","","","","384334","","","","","",
"255728802279","OCNTR47935","Black","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","384339","","","","","",
"255725067845","OCNTR47941","Green","","HomeRoots","Area Rugs","","","","","","","","","Leaves","","","","","","","","","","","","","","","","384345","","","","","",
"255737759189","OCNTR47942","Green","","HomeRoots","Area Rugs","","","","","","","","","Leaves","","","","","","","","","","","","","","","","384346","","","","","",
"265896919818","OCNTR48322","Green","","HomeRoots","Area Rugs","","","","","","","","","Leaves","","","","","","","","","","","","","","","","384347","","","","","",
"265887667228","OCNTR48135","","","HomeRoots","Area Rugs","","","","","","","","Abstract","","","","","","","","","","","","","","","","","384405","","","","","",
"265887531954","OCNTR56105","Black","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","384600","","","","","",
"265896921129","OCNTR56106","Black","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","384601","","","","","",
"255725304329","OCNTR56107","Black","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","384602","","","","","",
"255724910437","OCNTR54513","Green","","HomeRoots","Area Rugs","","","","","","","","Floral","","","","","","","","","","","","","","","","","384617","","","","","",
"255728706003","OCNTR54514","Green","","HomeRoots","Area Rugs","","","","","","","","Floral","","","","","","","","","","","","","","","","","384618","","","","","",
"255728904900","OCNTR57158","","","HomeRoots","Area Rugs","","","","","","","","Floral","","","","","","","","","","","","","","","","","384642","","","","","",
"265896951831","OCNTR60749","Gray","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","384666","","","","","",
"255738022580","OCNTR60750","Gray","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","384670","","","","","",
"265884091731","OCNTR60751","Red","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","384674","","","","","",
"255728941190","OCNTR60754","Red","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","384681","","","","","",
"255725189232","OCNTR60755","Red","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","384682","","","","","",
"265883898483","OCNTR52551","Gray","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","384706","","","","","",
"255725302151","OCNTR52552","Gray","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","384708","","","","","",
"265897103666","OCNTR60757","Green","","HomeRoots","Area Rugs","","","","","","","","Medallion","","","","","","","","","","","","","","","","","384742","","","","","",
"255724914695","OCNTR60761","Orange","","HomeRoots","Area Rugs","","","","","","","","Medallion","","","","","","","","","","","","","","","","","384756","","","","","",
"265887780728","OCNTR49089","Red","","HomeRoots","Area Rugs","","","","","","","","Medallion","","","","","","","","","","","","","","","","","384764","","","","","",
"265897242594","OCNTR49095","Beige","","HomeRoots","Area Rugs","","","","","","","","Trellis","","","","","","","","","","","","","","","","","384779","","","","","",
"255725169721","OCNTR49102","","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","384799","","","","","",
"265896918600","OCNTR49103","","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","384801","","","","","",
"255725257861","OCNTR49104","","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","384802","","","","","",
"265896974566","OCNTR52557","Blue","","HomeRoots","Area Rugs","","","","","","","","Floral","","","","","","","","","","","","","","","","","384822","","","","","",
"265884184473","OCNTR52558","Blue","","HomeRoots","Area Rugs","","","","","","","","Floral","","","","","","","","","","","","","","","","","384823","","","","","",
"255725154514","OCNTR52559","Blue","","HomeRoots","Area Rugs","","","","","","","","Floral","","","","","","","","","","","","","","","","","384824","","","","","",
"255728558052","OCNTR52570","","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","384835","","","","","",
"265883968389","OCNTR52571","","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","384836","","","","","",
"265897119457","OCNTR52572","","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","384837","","","","","",
"255737760203","OCNTR53071","Blue","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","384842","","","","","",
"265887619415","OCNTR53078","","","HomeRoots","Area Rugs","","","","","","","","Floral","","","","","","","","","","","","","","","","","384849","","","","","",
"255728729898","OCNTR53090","Blue","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","384861","","","","","",
"255725325898","OCNTR53091","Blue","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","384862","","","","","",
"265897104924","OCNTR53092","Blue","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","384863","","","","","",
"255724971094","OCNTR54523","Blue","","HomeRoots","Area Rugs","","","","","","","","","Leaves","","","","","","","","","","","","","","","","384873","","","","","",
"265897055565","OCNTR54525","Blue","","HomeRoots","Area Rugs","","","","","","","","","Leaves","","","","","","","","","","","","","","","","384875","","","","","",
"255738006832","OCNTR54534","","","HomeRoots","Area Rugs","","","","","","","","","Leaves","","","","","","","","","","","","","","","","384884","","","","","",
"265887706672","OCNTR54535","","","HomeRoots","Area Rugs","","","","","","","","","Leaves","","","","","","","","","","","","","","","","384885","","","","","",
"255737736445","OCNTR54536","","","HomeRoots","Area Rugs","","","","","","","","","Leaves","","","","","","","","","","","","","","","","384886","","","","","",
"265896931371","OCNTR57181","","","HomeRoots","Area Rugs","","","","","","","","","Leaves","","","","","","","","","","","","","","","","384945","","","","","",
"265887662882","OCNTR57182","","","HomeRoots","Area Rugs","","","","","","","","","Leaves","","","","","","","","","","","","","","","","384946","","","","","",
"255737751942","OCNTR57183","","","HomeRoots","Area Rugs","","","","","","","","","Leaves","","","","","","","","","","","","","","","","384947","","","","","",
"265887780944","OCNTR57194","","","HomeRoots","Area Rugs","","","","","","","","","Leaves","","","","","","","","","","","","","","","","384958","","","","","",
"255725182180","OCNTR57195","","","HomeRoots","Area Rugs","","","","","","","","","Leaves","","","","","","","","","","","","","","","","384959","","","","","",
"265883818459","OCNTR57196","","","HomeRoots","Area Rugs","","","","","","","","","Leaves","","","","","","","","","","","","","","","","384960","","","","","",
"255737772359","OCNTR57197","","","HomeRoots","Area Rugs","","","Round","","","","","","Leaves","","","","","","","","","","","","","","","","384961","","","","","",
"255737874423","OCNTR57201","Beige","","HomeRoots","Area Rugs","","","","","","","","","Leaves","","","","","","","","","","","","","","","","384965","","","","","",
"255738000036","OCNTR57213","Blue","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","384977","","","","","",
"265884069991","OCNTR57221","Blue","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","384985","","","","","",
"255737812427","OCNTR57225","Blue","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","384989","","","","","",
"255725184996","OCNTR57231","Red","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","384995","","","","","",
"255728646214","OCNTR57232","Red","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","384996","","","","","",
"255724995019","OCNTR57237","Red","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","385001","","","","","",
"255725157888","OCNTR58944","Blue","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","385009","","","","","",
"265896983060","OCNTR58951","Gray","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","385016","","","","","",
"265887629978","OCNTR58956","Blue","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","385021","","","","","",
"255728607355","OCNTR58957","Blue","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","385022","","","","","",
"255728776276","OCNTR58968","","","HomeRoots","Area Rugs","","","","","","","","","Rainbow","","","","","","","","","","","","","","","","385033","","","","","",
"255738079374","OCNTR58969","","","HomeRoots","Area Rugs","","","","","","","","","Rainbow","","","","","","","","","","","","","","","","385035","","","","","",
"265897239967","OCNTR58970","","","HomeRoots","Area Rugs","","","","","","","","","Rainbow","","","","","","","","","","","","","","","","385037","","","","","",
"255728910411","OCNTR58976","Gray","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","385053","","","","","",
"265896997226","OCNTR59239","","","HomeRoots","Area Rugs","","","","","","","","Medallion","","","","","","","","","","","","","","","","","385063","","","","","",
"265897180541","OCNTR59240","","","HomeRoots","Area Rugs","","","","","","","","Medallion","","","","","","","","","","","","","","","","","385068","","","","","",
"255737975140","OCNTR59244","Blue","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","385077","","","","","",
"255724973544","OCNTR59245","Blue","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","385081","","","","","",
"265887777701","OCNTR59250","","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","385094","","","","","",
"255728727784","OCNTR59251","","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","385095","","","","","",
"265887519235","OCNTR59257","Blue","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","385112","","","","","",
"255725047224","OCNTR59262","Yellow","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","385129","","","","","",
"265883887076","OCNTR49111","Black","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","385142","","","","","",
"255728823848","OCNTR49112","Black","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","385143","","","","","",
"265887577752","OCNTR49117","Blue","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","385156","","","","","",
"265887819091","OCNTR49118","Blue","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","385160","","","","","",
"255738013567","OCNTR49127","Blue","","HomeRoots","Area Rugs","","","","Denim","","","","Distressed","","","","","","","","","","","","","","","","","385179","","","","","",
"255728694257","OCNTR49128","Blue","","HomeRoots","Area Rugs","","","","Denim","","","","Distressed","","","","","","","","","","","","","","","","","385182","","","","","",
"265884099400","OCNTR49134","Orange","","HomeRoots","Area Rugs","","","","","","","","Distressed","","","","","","","","","","","","","","","","","385198","","","","","",
"265897151371","OCNTR49142","","","HomeRoots","Area Rugs","","","","","","","","Floral","","","","","","","","","","","","","","","","","385215","","","","","",
"265884016298","OCNTR49149","Beige","","HomeRoots","Area Rugs","","","","","","","","","Leaves","","","","","","","","","","","","","","","","385233","","","","","",
"255728640468","OCNTR49150","Beige","","HomeRoots","Area Rugs","","","","","","","","","Leaves","","","","","","","","","","","","","","","","385234","","","","","",
"255737933151","OCNTR49154","Blue","","HomeRoots","Area Rugs","","","","","","","","Floral","","","","","","","","","","","","","","","","","385238","","","","","",
"255725243305","OCNTR49155","Blue","","HomeRoots","Area Rugs","","","","","","","","Floral","","","","","","","","","","","","","","","","","385239","","","","","",
"255737958724","OCNTR49158","Gray","","HomeRoots","Area Rugs","","","","","","","","Distressed","","","","","","","","","","","","","","","","","385242","","","","","",
"265887616510","OCNTR51236","","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","385249","","","","","",
"255728718867","OCNTR51242","Blue","","HomeRoots","Area Rugs","","","","","","","","Medallion","","","","","","","","","","","","","","","","","385255","","","","","",
"255725286358","OCNTR51243","Blue","","HomeRoots","Area Rugs","","","","","","","","Medallion","","","","","","","","","","","","","","","","","385256","","","","","",
"265897192645","OCNTR51257","Gold","","HomeRoots","Area Rugs","","","","","","","","Medallion","","","","","","","","","","","","","","","","","385270","","","","","",
"265884208720","OCNTR51263","","","HomeRoots","Area Rugs","","","","","","","","Abstract","Rainbow","","","","","","","","","","","","","","","","385276","","","","","",
"255725176567","OCNTR51273","Blue","","HomeRoots","Area Rugs","","","","","","","","Abstract","","","","","","","","","","","","","","","","","385286","","","","","",
"265884054238","OCNTR51274","Blue","","HomeRoots","Area Rugs","","","","","","","","Abstract","","","","","","","","","","","","","","","","","385287","","","","","",
"255725042031","OCNTR52576","Gold","","HomeRoots","Area Rugs","","","","","","","","Distressed","","","","","","","","","","","","","","","","","385305","","","","","",
"255737808564","OCNTR52577","Gold","","HomeRoots","Area Rugs","","","","","","","","Distressed","","","","","","","","","","","","","","","","","385306","","","","","",
"255728677702","OCNTR52589","Gold","","HomeRoots","Area Rugs","","","","","","","","Medallion","","","","","","","","","","","","","","","","","385318","","","","","",
"265887670642","OCNTR52597","","","HomeRoots","Area Rugs","","","","","","","","Distressed","","","","","","","","","","","","","","","","","385326","","","","","",
"265887591560","OCNTR52607","Blue","","HomeRoots","Area Rugs","","","","","","","","Distressed","","","","","","","","","","","","","","","","","385336","","","","","",
"265897099348","OCNTR52615","Blue","","HomeRoots","Area Rugs","","","","","","","Antique","","","","","","","","","","","","","","","","","","385344","","","","","",
"255737809384","OCNTR53103","","","HomeRoots","Area Rugs","","","","","","","","Abstract","","","","","","","","","","","","","","","","","385354","","","","","",
"255724914841","OCNTR53104","","","HomeRoots","Area Rugs","","","","","","","","Abstract","","","","","","","","","","","","","","","","","385355","","","","","",
"265887753796","OCNTR54571","","","HomeRoots","Area Rugs","","","","","","","","Abstract","Rainbow","","","","","","","","","","","","","","","","385363","","","","","",
"255728637379","OCNTR54572","","","HomeRoots","Area Rugs","","","","","","","","Abstract","","","","","","","","","","","","","","","","","385364","","","","","",
"255725336072","OCNTR54573","","","HomeRoots","Area Rugs","","","","","","","","Abstract","","","","","","","","","","","","","","","","","385365","","","","","",
"255737845742","OCNTR54579","Blue","","HomeRoots","Area Rugs","","","","","","","","Abstract","","","","","","","","","","","","","","","","","385371","","","","","",
"265896905516","OCNTR57249","","","HomeRoots","Area Rugs","","","","","","","","Abstract","","","","","","","","","","","","","","","","","385381","","","","","",
"265897061817","OCNTR57250","","","HomeRoots","Area Rugs","","","","","","","","Abstract","","","","","","","","","","","","","","","","","385382","","","","","",
"255725032537","OCNTR57258","","","HomeRoots","Area Rugs","","","","","","","Tribal","","","","","","","","","","","","","","","","","","385390","","","","","",
"265884112358","OCNTR58983","Gray","","HomeRoots","Area Rugs","","","","","","","","Abstract","","","","","","","","","","","","","","","","","385396","","","","","",
"255725268950","OCNTR58984","Gray","","HomeRoots","Area Rugs","","","","","","","","Abstract","","","","","","","","","","","","","","","","","385397","","","","","",
"255738079832","OCNTR58992","Blue","","HomeRoots","Area Rugs","","","","","","","","","Tropical","","","","","","","","","","","","","","","","385405","","","","","",
"265887567364","OCNTR58993","Blue","","HomeRoots","Area Rugs","","","","","","","","","Tropical","","","","","","","","","","","","","","","","385406","","","","","",
"255737955196","OCNTR59268","Blue","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","385416","","","","","",
"255737784115","OCNTR59269","Blue","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","385417","","","","","",
"255728841927","OCNTR59279","Gray","","HomeRoots","Area Rugs","","","","","","","","","Tropical","","","","","","","","","","","","","","","","385427","","","","","",
"255728770133","OCNTR59280","Gray","","HomeRoots","Area Rugs","","","","","","","","","Tropical","","","","","","","","","","","","","","","","385428","","","","","",
"255725146068","OCNTR59293","","","HomeRoots","Area Rugs","","","","","","","","Floral","","","","","","","","","","","","","","","","","385481","","","","","",
"255737814893","OCNTR59294","","","HomeRoots","Area Rugs","","","","","","","","Floral","","","","","","","","","","","","","","","","","385482","","","","","",
"265887861538","OCNTR59301","Blue","","HomeRoots","Area Rugs","","","","","","","","Floral","","","","","","","","","","","","","","","","","385489","","","","","",
"255725339975","OCNTR59302","Blue","","HomeRoots","Area Rugs","","","","","","","","Floral","","","","","","","","","","","","","","","","","385490","","","","","",
"265897090914","OCNTR49166","Gray","","HomeRoots","Area Rugs","","","","","","","","Medallion","","","","","","","","","","","","","","","","","385498","","","","","",
"255737974940","OCNTR49173","Pink","","HomeRoots","Area Rugs","","","","","","","","Medallion","","","","","","","","","","","","","","","","","385505","","","","","",
"255725156388","OCNTR49181","","","HomeRoots","Area Rugs","","","","","","","","Diamond","","","","","","","","","","","","","","","","","385513","","","","","",
"255728829228","OCNTR49191","Gray","","HomeRoots","Area Rugs","","","","","","","","Medallion","","","","","","","","","","","","","","","","","385523","","","","","",
"265884117763","OCNTR49192","Gray","","HomeRoots","Area Rugs","","","","","","","","Medallion","","","","","","","","","","","","","","","","","385524","","","","","",
"255728684543","OCNTR49201","Blue","","HomeRoots","Area Rugs","","","","","","","","Floral","","","","","","","","","","","","","","","","","385533","","","","","",
"265883882117","OCNTR49202","Blue","","HomeRoots","Area Rugs","","","","","","","","Floral","","","","","","","","","","","","","","","","","385534","","","","","",
"255738000390","OCNTR49211","Pink","","HomeRoots","Area Rugs","","","","","","","","Medallion","","","","","","","","","","","","","","","","","385543","","","","","",
"255737974557","OCNTR49220","Blue","","HomeRoots","Area Rugs","","","","","","","","Distressed","","","","","","","","","","","","","","","","","385552","","","","","",
"265897038577","OCNTR51297","Yellow","","HomeRoots","Area Rugs","","","","","","","","Medallion","","","","","","","","","","","","","","","","","385566","","","","","",
"255737993743","OCNTR51298","Yellow","","HomeRoots","Area Rugs","","","","","","","","Medallion","","","","","","","","","","","","","","","","","385567","","","","","",
"265897130837","OCNTR51305","Gray","","HomeRoots","Area Rugs","","","","","","","","Distressed","","","","","","","","","","","","","","","","","385574","","","","","",
"255737679319","OCNTR51307","Gray","","HomeRoots","Area Rugs","","","","","","","","Distressed","","","","","","","","","","","","","","","","","385576","","","","","",
"265887516282","OCNTR51314","Blue","","HomeRoots","Area Rugs","","","","","","","","Distressed","","","","","","","","","","","","","","","","","385583","","","","","",
"265884092510","OCNTR51316","Blue","","HomeRoots","Area Rugs","","","","","","","","Distressed","","","","","","","","","","","","","","","","","385585","","","","","",
"265896953259","OCNTR51323","Pink","","HomeRoots","Area Rugs","","","","","","","","Medallion","","","","","","","","","","","","","","","","","385592","","","","","",
"255737926933","OCNTR51331","Blue","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","385600","","","","","",
"255724962066","OCNTR51343","Blue","","HomeRoots","Area Rugs","","","","","","","","Medallion","","","","","","","","","","","","","","","","","385612","","","","","",
"265887586863","OCNTR52624","Blue","","HomeRoots","Area Rugs","","","","","","","","Medallion","","","","","","","","","","","","","","","","","385627","","","","","",
"265896911532","OCNTR52639","Blue","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","385642","","","","","",
"265887528934","OCNTR52644","Red","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","385647","","","","","",
"265887848778","OCNTR52649","Blue","","HomeRoots","Area Rugs","","","","","","","","Medallion","","","","","","","","","","","","","","","","","385652","","","","","",
"255728631306","OCNTR52663","Pink","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","385666","","","","","",
"255728718800","OCNTR52664","Pink","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","385667","","","","","",
"255737777763","OCNTR52674","Blue","","HomeRoots","Area Rugs","","","","","","","","Distressed","","","","","","","","","","","","","","","","","385705","","","","","",
"265887754418","OCNTR53123","Gray","","HomeRoots","Area Rugs","","","","","","","","Distressed","","","","","","","","","","","","","","","","","385727","","","","","",
"255728632960","OCNTR53124","Gray","","HomeRoots","Area Rugs","","","","","","","","Distressed","","","","","","","","","","","","","","","","","385728","","","","","",
"255738029488","OCNTR53145","Blue","","HomeRoots","Area Rugs","","","","","","","","Medallion","","","","","","","","","","","","","","","","","385749","","","","","",
"265883942275","OCNTR53146","Blue","","HomeRoots","Area Rugs","","","","","","","","Medallion","","","","","","","","","","","","","","","","","385750","","","","","",
"255737758435","OCNTR53152","Gray","","HomeRoots","Area Rugs","","","","","","","Geometric","Geometric","","","","","","","","","","","","","","","","","385756","","","","","",
"265884095225","OCNTR53157","Gray","","HomeRoots","Area Rugs","","Berber","","","","","","","","","","","","","","","","","","","","","","","385761","","","","","",
"265896857803","OCNTR53170","Gray","","HomeRoots","Area Rugs","","","","","","","Geometric","Geometric","","","","","","","","","","","","","","","","","385774","","","","","",
"265884157686","OCNTR53175","Blue","","HomeRoots","Area Rugs","","Berber","","","","","","","","","","","","","","","","","","","","","","","385779","","","","","",
"255725334076","OCNTR53176","Blue","","HomeRoots","Area Rugs","","Berber","","","","","","","","","","","","","","","","","","","","","","","385780","","","","","",
"255725291429","OCNTR54585","Blue","","HomeRoots","Area Rugs","","","","","","","Geometric","Geometric","","","","","","","","","","","","","","","","","385785","","","","","",
"255737894412","OCNTR54586","Blue","","HomeRoots","Area Rugs","","","","","","","Geometric","Geometric","","","","","","","","","","","","","","","","","385786","","","","","",
"265887568320","OCNTR54591","","","HomeRoots","Area Rugs","","","","","","","Geometric","Geometric","","","","","","","","","","","","","","","","","385791","","","","","",
"265887734425","OCNTR54592","","","HomeRoots","Area Rugs","","","","","","","Geometric","Geometric","","","","","","","","","","","","","","","","","385792","","","","","",
"265887613881","OCNTR54597","Gray","","HomeRoots","Area Rugs","","","","","","","Geometric","Geometric","","","","","","","","","","","","","","","","","385797","","","","","",
"255737846541","OCNTR54598","Gray","","HomeRoots","Area Rugs","","","","","","","Geometric","Geometric","","","","","","","","","","","","","","","","","385798","","","","","",
"265897057708","OCNTR54603","","","HomeRoots","Area Rugs","","","","","","","Geometric","Geometric","","","","","","","","","","","","","","","","","385803","","","","","",
"265884089361","OCNTR54604","","","HomeRoots","Area Rugs","","","","","","","Geometric","Geometric","","","","","","","","","","","","","","","","","385804","","","","","",
"265887744670","OCNTR54611","Blue","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","385811","","","","","",
"255728939341","OCNTR54618","Red","","HomeRoots","Area Rugs","","","","","","","","","","","","","","","","","","","","","","","","","385818","","","","","",
"255737709102","OCNTR57343","","","HomeRoots","Area Rugs","","","","","","","","Medallion","","","","","","","","","","","","","","","","","387809","","","","","",
